,DBC,DIA,FEZ,IJH,IWD,IWF,IWM,IWN,IWO,MDY,OEF,PFF,QQQ,SPY,VTI
2008-01-18,30.535579681396484,90.30106353759766,38.30912780761719,63.506500244140625,54.786903381347656,46.64176940917969,56.89641189575195,49.52204513549805,66.54582214355469,117.95850372314453,48.30611038208008,20.183229446411133,40.56089401245117,103.70067596435547,51.6956672668457
2008-01-22,30.42867660522461,89.28999328613281,36.239280700683594,63.18608856201172,54.688514709472656,45.79172134399414,56.49013900756836,49.68039321899414,66.11058044433594,117.68238830566406,47.73196792602539,20.141677856445312,39.514442443847656,102.6484603881836,51.121585845947266
2008-01-23,29.855283737182617,91.89634704589844,35.287532806396484,64.6447525024414,56.16434097290039,46.49726486206055,58.41996765136719,51.81011962890625,67.62482452392578,120.77156066894531,48.787166595458984,20.294055938720703,39.3624153137207,105.11414337158203,52.45981216430664
2008-01-24,30.593891143798828,92.44303894042969,36.92479705810547,65.39515686035156,56.52005386352539,47.381317138671875,58.37764358520508,51.51716613769531,67.80618286132812,121.72071075439453,49.182865142822266,20.50183868408203,40.167362213134766,106.00147247314453,52.796329498291016
2008-01-25,31.274187088012695,91.5143814086914,35.77338790893555,64.88926696777344,55.68752670288086,46.44624710083008,57.95443344116211,51.303428649902344,67.13517761230469,120.78015899658203,48.414730072021484,20.668079376220703,39.34450912475586,104.4702377319336,52.02824783325195
2008-01-28,31.419967651367188,92.51792907714844,36.73843002319336,66.2045669555664,57.0498046875,47.17729949951172,59.181724548339844,52.64933395385742,68.3502197265625,123.81761932373047,49.1130256652832,20.686540603637695,39.64860534667969,106.19781494140625,53.11703109741211
2008-01-29,31.682363510131836,93.27442932128906,36.83161544799805,66.75261688232422,57.572025299072266,47.29629898071289,59.33409118652344,52.77600860595703,68.576904296875,124.6114730834961,49.40786361694336,20.89896011352539,39.72016525268555,106.72392272949219,53.33476638793945
2008-01-30,31.410247802734375,92.70518493652344,36.85158157348633,66.12870025634766,57.216304779052734,46.9987907409668,58.5892448425293,51.98430633544922,67.4525375366211,122.72173309326172,48.9190673828125,20.954362869262695,39.68437957763672,105.93865966796875,52.85179138183594
2008-01-31,31.565744400024414,94.36784362792969,37.19101333618164,67.52835083007812,58.28345489501953,47.5853157043457,60.04509735107422,53.65481948852539,68.77638244628906,125.80223846435547,50.525142669677734,21.028244018554688,40.364131927490234,107.87036895751953,53.924705505371094
2008-02-01,31.01178741455078,95.43889617919922,37.79667282104492,69.09661102294922,59.191654205322266,48.29933547973633,61.45860290527344,54.82657241821289,70.5807876586914,129.1502685546875,50.315643310546875,21.22795867919922,40.77556228637695,109.6058120727539,54.795711517333984
2008-02-04,31.5560245513916,94.390380859375,37.23094177246094,68.59913635253906,58.669410705566406,47.89132308959961,60.76457214355469,54.30403137207031,70.08210754394531,127.75244903564453,49.67942810058594,21.093568801879883,40.20314407348633,108.2237319946289,54.14644241333008
2008-02-05,31.293624877929688,92.09105682373047,35.147762298583984,66.67672729492188,56.6865348815918,46.58226013183594,59.207122802734375,52.744346618652344,67.89685821533203,124.90483856201172,48.29059982299805,21.0472412109375,39.05831527709961,105.3261947631836,52.61027526855469
2008-02-06,31.147846221923828,91.56678009033203,35.500511169433594,65.89262390136719,56.270286560058594,46.182735443115234,58.41996765136719,52.26138687133789,66.4007568359375,123.45515441894531,47.918174743652344,20.963842391967773,38.28913497924805,104.47809600830078,52.21037292480469
2008-02-07,31.526866912841797,91.91883087158203,35.2808837890625,66.51653289794922,56.80764389038086,46.42076110839844,59.34257507324219,53.163963317871094,67.81523132324219,124.8099365234375,48.18973922729492,20.98699951171875,38.55744934082031,105.16912078857422,52.68943405151367
2008-02-08,32.469566345214844,91.18477630615234,35.08120346069336,66.67672729492188,56.28542709350586,46.54826354980469,58.97013854980469,52.76016616821289,67.53417205810547,124.37847900390625,47.879398345947266,20.98699951171875,38.995704650878906,104.49381256103516,52.380619049072266
2008-02-11,32.683372497558594,91.61170196533203,35.18771743774414,66.98870849609375,56.30055236816406,47.04129409790039,58.99554443359375,52.57807159423828,67.9059066772461,125.12055969238281,48.11214828491211,20.968456268310547,39.41606521606445,105.02775573730469,52.68547821044922
2008-02-12,32.02251434326172,92.69769287109375,36.01298522949219,67.19953918457031,56.95901107788086,47.202789306640625,59.46106719970703,53.068946838378906,68.19609069824219,125.66417694091797,48.531131744384766,21.024070739746094,39.192481994628906,106.00147247314453,53.17245864868164
2008-02-13,32.284912109375,93.81366729736328,36.53211212158203,68.0089340209961,57.481197357177734,47.91683578491211,60.80685806274414,54.27235794067383,70.00955200195312,126.8636245727539,49.1983757019043,21.02869987487793,40.05108642578125,107.08512878417969,53.77821350097656
2008-02-14,32.93605422973633,92.87749481201172,36.16606521606445,67.04774475097656,56.837913513183594,47.279296875,59.40180206298828,52.97393798828125,68.4862289428711,124.86166381835938,48.64750289916992,20.977737426757812,39.326637268066406,106.142822265625,53.08140182495117
